product_name,description,product_category_tree,retail_price,discounted_price,brand,clean_product_name,clean_description,main_category,category_encoded
Zaera Women Flats,"Zaera Women Flats
                         Price: Rs. 1,500
				
			������ This style has a very slim profile and flattering low-cut front, To make your feet look sleek and chic. Take this pair from desk to dinner with a crisp shirt and tailored pants.
������ This style has a very slim profile and flattering low-cut front, To make your feet look sleek and chic. Take this pair from desk to dinner with a crisp shirt and tailored pants.","[""Footwear >> Women's Footwear >> Flats""]",1690.0,1500.0,Unknown Brand,zaera woman flat,zaera woman flat price r 1500 style slim profile flattering lowcut front make foot look sleek chic take pair desk dinner crisp shirt tailored pant style slim profile flattering lowcut front make foot look sleek chic take pair desk dinner crisp shirt tailored pant,Footwear,74
"Digilight 590 inch White, Yellow, Red Rice Lights","Digilight 590 inch White, Yellow, Red Rice Lights (Pack of 3)
                         Price: Rs. 539
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",739.0,539.0,Digilight,digilight 590 inch white yellow red rice light,digilight 590 inch white yellow red rice light pack 3 price r 539this diwali adorn home like never gorgeous lighting solution house digilight available varied array colour type suit taste made durable pvc material beautify abode order online today get ready compliment flow inthis diwali adorn home like never gorgeous lighting solution house digilight available varied array colour type suit taste made durable pvc material beautify abode order online today get ready compliment flow,Home Decor & Festive Needs,87
"Sheetal Jewellery Brass, Alloy Jewel Set","Sheetal Jewellery Brass, Alloy Jewel Set - Buy Sheetal Jewellery Brass, Alloy Jewel Set only for Rs. 960 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","[""Jewellery >> Jewellery Sets""]",1200.0,960.0,Sheetal Jewellery,sheetal jewellery brass alloy jewel set,sheetal jewellery brass alloy jewel set buy sheetal jewellery brass alloy jewel set r 960 flipkartcom genuine product 30 day replacement guarantee free shipping cash delivery,Jewellery,99
MDI 787 inch Multicolor Rice Lights,"MDI 787 inch Multicolor Rice Lights (Pack of 2)
                         Price: Rs. 699
				
			Fausted Multi color 20 mtr each with 120 bulb use in Diwali and all festival like Christmas Durga puja home occasion birth day party good for looking and no water go inside long life with multi-functions
Fausted Multi color 20 mtr each with 120 bulb use in Diwali and all festival like Christmas Durga puja home occasion birth day party good for looking and no water go inside long life with multi-functions","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> MDI Series Lights""]",999.0,699.0,MDI,mdi 787 inch multicolor rice light,mdi 787 inch multicolor rice light pack 2 price r 699fausted multi color 20 mtr 120 bulb use diwali festival like christmas durga puja home occasion birth day party good looking water go inside long life multifunctionsfausted multi color 20 mtr 120 bulb use diwali festival like christmas durga puja home occasion birth day party good looking water go inside long life multifunctions,Home Decor & Festive Needs,87
Shopatplaces Animal Print Women's Regular Skirt,"Shopatplaces Animal Print Women's Regular Skirt
                         Price: Rs. 539
				
			Skirt with Block Print in Pink color, made up of pure cotton. Sourced from Jaipur, Rajasthan in India.
Skirt with Block Print in Pink color, made up of pure cotton. Sourced from Jaipur, Rajasthan in India.","[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Skirts >> Shopatplaces Skirts""]",899.0,539.0,Unknown Brand,shopatplaces animal print womens regular skirt,shopatplaces animal print womens regular skirt price r 539skirt block print pink color made pure cotton sourced jaipur rajasthan indiaskirt block print pink color made pure cotton sourced jaipur rajasthan india,Clothing,43
United Bags 1000D Rainbow 35 L Medium Backpack,"United Bags 1000D Rainbow 35 L Medium Backpack (Red, Size - 450)
                         Price: Rs. 599
				
			Back Pack For Everyday Use. Best For School/College Students/Office Staff/Short Trips. 1. Water Resistant Poly-Coated Bag Material. 2. Water Bottle Pouch On Side. 3. Metal Runners Provide Smooth Open Close Function Each Time. 4. Cushioned Straps And Back For Added Comfort. 5. Extra Stitched Cloth On Strap To Prevent Breakage And Gives The Bag Longer Life. 6. Fancy Ergonomic Design To Suit Its Wearer. 7. Padded Laptop Pocket Inside.
Back Pack For Everyday Use. Best For School/College Students/Office Staff/Short Trips. 1. Water Resistant Poly-Coated Bag Material. 2. Water Bottle Pouch On Side. 3. Metal Runners Provide Smooth Open Close Function Each Time. 4. Cushioned Straps And Back For Added Comfort. 5. Extra Stitched Cloth On Strap To Prevent Breakage And Gives The Bag Longer Life. 6. Fancy Ergonomic Design To Suit Its Wearer. 7. Padded Laptop Pocket Inside.","[""Bags, Wallets & Belts >> Bags >> Backpacks >> United Bags Backpacks""]",1599.0,599.0,Unknown Brand,united bag 1000d rainbow 35 l medium backpack,united bag 1000d rainbow 35 l medium backpack red size 450 price r 599back pack everyday use best schoolcollege studentsoffice staffshort trip 1 water resistant polycoated bag material 2 water bottle pouch side 3 metal runner provide smooth open close function time 4 cushioned strap back added comfort 5 extra stitched cloth strap prevent breakage give bag longer life 6 fancy ergonomic design suit wearer 7 padded laptop pocket insideback pack everyday use best schoolcollege studentsoffice staffshort trip 1 water resistant polycoated bag material 2 water bottle pouch side 3 metal runner provide smooth open close function time 4 cushioned strap back added comfort 5 extra stitched cloth strap prevent breakage give bag longer life 6 fancy ergonomic design suit wearer 7 padded laptop pocket inside,"Bags, Wallets & Belts",27
Hyipe Women's Geometric Print Casual Shirt,Hyipe Women's Geometric Print Casual Shirt - Buy Brown Hyipe Women's Geometric Print Casual Shirt For Only Rs. 699 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,"[""Clothing >> Women's Clothing >> Fusion Wear >> Shirts, Tops & Tunics >> Shirt >> Hyipe Shirt""]",699.0,318.0,Regular,hyipe womens geometric print casual shirt,hyipe womens geometric print casual shirt buy brown hyipe womens geometric print casual shirt r 699 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Advitiya Black Metal Gurunanak Ji Showpiece  -  28 cm,"Advitiya Black Metal Gurunanak Ji Showpiece  -  28 cm (Brass, Copper)
                         Price: Rs. 599
				
			Advitiya of Bringing prosperity and happiness to your living spaces.Add an element of spirituality to your home decor Showpiece Figurine. It could be a great gifting option for religious celebrations or festivals.MaterialCrafted from aluminium, this showpiece reflects the artistic brilliance and adds elegance to your home decor For an Attractive Look,this showpiece can be wall mounted. So to create an elegant and attractive look you can hang it in your living room or bedroom. It can also be an ideal addition to your pooja room.
		
    
        
            Was this product information helpful?
            
                
                Yes
            
            
                
                No
            
            Thanks for your vote!
        
        
            
                
                Please write your feedback before submitting.
                
                    
                    Skip
                
            
        
    


        
            
            
        

        



















        
            
        
        




	
		
			
                    Specifications of Advitiya Black Metal Gurunanak Ji Showpiece  -  28 cm (Brass, Copper)
            
						
							
								General
							
								
										Brand
									
                                                Advitiya
									
								
								
										Model Number
									
                                                AYHD_32
									
								
								
										Type
									
                                                Religious Idols
									
								
								
										Material
									
                                                Brass
									
								
								
										Model Name
									
                                                Black Metal Gurunanak Ji
									
								
								
										Color
									
                                                Copper
									
								
						
						
							
								Dimensions
							
								
										Weight
									
                                                150 g
									
								
								
										Height
									
                                                28 cm
									
								
								
										Width
									
                                                15 cm
									
								
								
										Depth
									
                                                0.5 cm
									
								
						
						
							
								Additional Features
							
								
										Water Resistant
									
                                                No
									
								
								
										Wall Mount
									
                                                Yes
									
								
						
						
							
								In the Box
							
								
										Sales Package
									
                                                1 Showpiece Figurine
									
								
								
										Pack of
									
                                                1
									
								
						
		
    
        
            Was the product specification helpful?
            
                
                Yes
            
            
                
                No
            
            Thanks for your vote!
        
        
            
                
                Please write your feedback before submitting.
                
                    
                    Skip
                
            
        
    

        Please Note: All products sold on Flipkart are brand new and 100% genuine
Advitiya of Bringing prosperity and happiness to your living spaces.Add an element of spirituality to your home decor Showpiece Figurine. It could be a great gifting option for religious celebrations or festivals.MaterialCrafted from aluminium, this showpiece reflects the artistic brilliance and adds elegance to your home decor For an Attractive Look,this showpiece can be wall mounted. So to create an elegant and attractive look you can hang it in your living room or bedroom. It can also be an ideal addition to your pooja room.","[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Advitiya Religious Idols""]",1198.0,599.0,Advitiya,advitiya black metal gurunanak ji showpiece 28 cm,advitiya black metal gurunanak ji showpiece 28 cm brass copper price r 599advitiya bringing prosperity happiness living spacesadd element spirituality home decor showpiece figurine could great gifting option religious celebration festivalsmaterialcrafted aluminium showpiece reflects artistic brilliance add elegance home decor attractive lookthis showpiece wall mounted create elegant attractive look hang living room bedroom also ideal addition pooja room product information helpful yes thanks vote please write feedback submitting skip specification advitiya black metal gurunanak ji showpiece 28 cm brass copper generalbrand advitiyamodel number ayhd32type religious idolsmaterial brassmodel name black metal gurunanak jicolor copperdimensionsweight 150 gheight 28 cmwidth 15 cmdepth 05 cmadditional featureswater resistant nowall mount yesin boxsales package 1 showpiece figurinepack 1 product specification helpful yes thanks vote please write feedback submitting skip please note product sold flipkart brand new 100 genuineadvitiya bringing prosperity happiness living spacesadd element spirituality home decor showpiece figurine could great gifting option religious celebration festivalsmaterialcrafted aluminium showpiece reflects artistic brilliance add elegance home decor attractive lookthis showpiece wall mounted create elegant attractive look hang living room bedroom also ideal addition pooja room,Home Decor & Festive Needs,87
Jaipar Heritage Floral Single Quilts & Comforters Multicolor,Buy Jaipar Heritage Floral Single Quilts & Comforters Multicolor at Rs. 1290 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",1990.0,1290.0,Jaipar Heritage,jaipar heritage floral single quilt comforter multicolor,buy jaipar heritage floral single quilt comforter multicolor r 1290 flipkartcom genuine product free shipping cash delivery,Home Furnishing,89
Madden Girl Tuzie Women Flats,Flipkart.com: Buy Madden Girl Tuzie Women Flats only for Rs. 2241 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Footwear >> Women's Footwear >> Flats""]",4499.0,2241.0,Unknown Brand,madden girl tuzie woman flat,flipkartcom buy madden girl tuzie woman flat r 2241 flipkartcom genuine product 30 day replacement guarantee free shipping cash delivery,Footwear,74
Unnati Abstract Single Top Sheet Multicolor,"Unnati Abstract Single Top Sheet Multicolor
                         Price: Rs. 520
				
			unnati mink blanket WITH MULTIPLE colur having polyster thread ..easy to use & easy to wash.
unnati mink blanket WITH MULTIPLE colur having polyster thread ..easy to use & easy to wash.","[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",1797.0,520.0,Unnati,unnati abstract single top sheet multicolor,unnati abstract single top sheet multicolor price r 520unnati mink blanket multiple colur polyster thread easy use easy washunnati mink blanket multiple colur polyster thread easy use easy wash,Home Furnishing,89
Craft And Curtain Multicolor 178 cm Table Runner,Buy Craft And Curtain Multicolor 178 cm Table Runner at Rs. 599 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"[""Home Furnishing >> Kitchen & Dining Linen >> Table Runners""]",799.0,599.0,Craft And Curtain,craft curtain multicolor 178 cm table runner,buy craft curtain multicolor 178 cm table runner r 599 flipkartcom genuine product free shipping cash delivery,Home Furnishing,89
Abee 36 inch Multicolor Rice Lights,Buy Abee 36 inch Multicolor Rice Lights for Rs.149 online. Abee 36 inch Multicolor Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Abee Series Lights""]",249.0,149.0,Abee,abee 36 inch multicolor rice light,buy abee 36 inch multicolor rice light rs149 online abee 36 inch multicolor rice light best price free shipping cash delivery genuine product 30 day replacement guarantee,Home Decor & Festive Needs,87
The Intellect Bazaar Plain King Blanket Grey,Buy The Intellect Bazaar Plain King Blanket Grey at Rs. 999 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",3499.0,999.0,The Intellect Bazaar,intellect bazaar plain king blanket grey,buy intellect bazaar plain king blanket grey r 999 flipkartcom genuine product free shipping cash delivery,Home Furnishing,89
United Bags V cut 2.5 L medium Laptop Backpack,Flipkart.com: Buy United Bags V cut 2.5 L medium Laptop Backpack for Rs. 600 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Bags, Wallets & Belts >> Bags >> Backpacks >> United Bags Backpacks""]",1299.0,600.0,Unknown Brand,united bag v cut 25 l medium laptop backpack,flipkartcom buy united bag v cut 25 l medium laptop backpack r 600 flipkartcom genuine product 30 day replacement guarantee free shipping cash delivery,"Bags, Wallets & Belts",27
Cotton Breeze Self Design Women's Tiered Skirt,"Cotton Breeze Self Design Women's Tiered Skirt - Buy Blue, Light Blue Cotton Breeze Self Design Women's Tiered Skirt For Only Rs. 899 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com","[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Skirts >> Cotton Breeze Skirts""]",899.0,375.0,Unknown Brand,cotton breeze self design womens tiered skirt,cotton breeze self design womens tiered skirt buy blue light blue cotton breeze self design womens tiered skirt r 899 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
Voylla Artifictial Floral Plain Alloy Jewel Set,Voylla Artifictial Floral Plain Alloy Jewel Set - Buy Voylla Artifictial Floral Plain Alloy Jewel Set only for Rs. 699 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Jewellery >> Jewellery Sets""]",879.0,699.0,Voylla,voylla artifictial floral plain alloy jewel set,voylla artifictial floral plain alloy jewel set buy voylla artifictial floral plain alloy jewel set r 699 flipkartcom genuine product 30 day replacement guarantee free shipping cash delivery,Jewellery,99
Apkamart Radha Krishna Wall Hanging 15 Inch Showpiece  -  37 cm,Buy Apkamart Radha Krishna Wall Hanging 15 Inch Showpiece  -  37 cm for Rs.849 online. Apkamart Radha Krishna Wall Hanging 15 Inch Showpiece  -  37 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Apkamart Religious Idols""]",1500.0,849.0,Apkamart,apkamart radha krishna wall hanging 15 inch showpiece 37 cm,buy apkamart radha krishna wall hanging 15 inch showpiece 37 cm rs849 online apkamart radha krishna wall hanging 15 inch showpiece 37 cm best price free shipping cash delivery genuine product 30 day replacement guarantee,Home Decor & Festive Needs,87
Hoko Book Cover for Apple iPad Mini 3,Buy Hoko Book Cover for Apple iPad Mini 3 only for Rs. 1200 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Hoko Cases & Covers""]",2500.0,1200.0,Hoko,hoko book cover apple ipad mini 3,buy hoko book cover apple ipad mini 3 r 1200 flipkartcom genuine product 30 day replacement guarantee free shipping cash delivery,Mobiles & Accessories,131
X360 905 24.675 L Backpack,Flipkart.com: Buy X360 905 24.675 L Backpack for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Bags, Wallets & Belts >> Bags >> Backpacks >> X360 Backpacks""]",1250.0,499.0,Unknown Brand,x360 905 24675 l backpack,flipkartcom buy x360 905 24675 l backpack r 499 flipkartcom genuine product 30 day replacement guarantee free shipping cash delivery,"Bags, Wallets & Belts",27
Panno Animal Print Women's Broomstick Skirt,"Panno Animal Print Women's Broomstick Skirt
                         Price: Rs. 494
				
			This skirt is decorated with multi-colours motif design all over. The skirt is beautified with Printed Design over cotton fabric. The flare is graced with lace at the bottom. It has a soft elastic belt for convenient fitting on the waist.
This skirt is decorated with multi-colours motif design all over. The skirt is beautified with Printed Design over cotton fabric. The flare is graced with lace at the bottom. It has a soft elastic belt for convenient fitting on the waist.","[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Skirts >> Panno Skirts""]",999.0,494.0,Unknown Brand,panno animal print womens broomstick skirt,panno animal print womens broomstick skirt price r 494this skirt decorated multicolours motif design skirt beautified printed design cotton fabric flare graced lace bottom soft elastic belt convenient fitting waistthis skirt decorated multicolours motif design skirt beautified printed design cotton fabric flare graced lace bottom soft elastic belt convenient fitting waist,Clothing,43
Gathbandhan Decorative Shankh,Buy Gathbandhan Decorative Shankh for Rs.1100 online. Gathbandhan Decorative Shankh at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Home Decor & Festive Needs >> Religion & Devotion >> Shankh >> Gathbandhan Shankh""]",1100.0,1100.0,Gathbandhan,gathbandhan decorative shankh,buy gathbandhan decorative shankh rs1100 online gathbandhan decorative shankh best price free shipping cash delivery genuine product 30 day replacement guarantee,Home Decor & Festive Needs,87
Unnati Abstract Single Top Sheet Multicolor,Buy Unnati Abstract Single Top Sheet Multicolor at Rs. 599 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",1797.0,599.0,Unnati,unnati abstract single top sheet multicolor,buy unnati abstract single top sheet multicolor r 599 flipkartcom genuine product free shipping cash delivery,Home Furnishing,89
"Digilight 400 inch Red, Yellow Rice Lights","Buy Digilight 400 inch Red, Yellow Rice Lights for Rs.189 online. Digilight 400 inch Red, Yellow Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",399.0,189.0,Digilight,digilight 400 inch red yellow rice light,buy digilight 400 inch red yellow rice light rs189 online digilight 400 inch red yellow rice light best price free shipping cash delivery genuine product 30 day replacement guarantee,Home Decor & Festive Needs,87
Tresmode 22827-3 Women Flats,Flipkart.com: Buy Tresmode 22827-3 Women Flats only for Rs. 2392 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Footwear >> Women's Footwear >> Flats""]",4000.0,2392.0,Unknown Brand,tresmode 228273 woman flat,flipkartcom buy tresmode 228273 woman flat r 2392 flipkartcom genuine product 30 day replacement guarantee free shipping cash delivery,Footwear,74
Sun Band 0401-002 Fitness Band,"Sun Band 0401-002 Fitness Band (Yellow, Pack of 1) Price: Rs. 240 A 12.75 cm wide stretchable latex rubber strip which comes in various thicknesses.Used for a variety of upper and lower extremity resistive exercises. The thickness is colour coded. Comes in 3.60 foot (1.1 meter) Cut Pcs.,Specifications of Sun Band 0401-002 Fitness Band (Yellow, Pack of 1) General Type Fitness Band Ideal Usage For Resistive Workouts, For Pilates, For Stretching & Toning, etc. Material pvc Ideal For Boys, Girls, Men, Women Dimensions Weight 25 g Length 43.31 inch Width 5 inch In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Band Additional Features Sun - Band ( Yellow / X - Light of 1.1 Meter Cut Length )","[""Sports & Fitness >> Fitness Accessories >> Fitness Bands >> Sun Band Fitness Bands >> Sun Band 0401-002 Fitness Band (Yellow, Pack of 1)""]",400.0,240.0,Sun Band,sun band 0401002 fitness band,sun band 0401002 fitness band yellow pack 1 price r 240 1275 cm wide stretchable latex rubber strip come various thicknessesused variety upper lower extremity resistive exercise thickness colour coded come 360 foot 11 meter cut pcsspecifications sun band 0401002 fitness band yellow pack 1 general type fitness band ideal usage resistive workout pilate stretching toning etc material pvc ideal boy girl men woman dimension weight 25 g length 4331 inch width 5 inch box number content sale package pack 1 sale package 1 band additional feature sun band yellow x light 11 meter cut length,Sports & Fitness,205
FAUSTO Sneakers,"Key Features of FAUSTO Sneakers Material: Synthetic Leather Occasion: Casual Color: Brown Heel Height: 0,FAUSTO Sneakers Price: Rs. 499 Fashos presents for all the shoe lovers out there must invest upon this smart and cool pairs of amazing shoes brought to you by FAUSTO. Experiment your look this season without compromising on comfort with these casual and formal shoes. These shoes promising long lasting comfort and durability are must-have in your shoe collection.,Specifications of FAUSTO Sneakers General Ideal For Men Occasion Casual Shoe Details Sole Material TPR Number of Contents in Sales Package Pack of 1 Inner Material Synthetic Heel Height 0 inch Outer Material Synthetic Leather Color Brown In the Box 2 Shoes","[""Footwear >> Men's Footwear >> Casual Shoes >> FAUSTO Casual Shoes >> FAUSTO Sneakers""]",499.0,499.0,FAUSTO,fausto sneaker,key feature fausto sneaker material synthetic leather occasion casual color brown heel height 0fausto sneaker price r 499 fashos present shoe lover must invest upon smart cool pair amazing shoe brought fausto experiment look season without compromising comfort casual formal shoe shoe promising long lasting comfort durability musthave shoe collectionspecifications fausto sneaker general ideal men occasion casual shoe detail sole material tpr number content sale package pack 1 inner material synthetic heel height 0 inch outer material synthetic leather color brown box 2 shoe,Footwear,74
franco Loafers,Specifications of franco Loafers General Occasion Casual Ideal For Men Shoe Details Sole Material tpr Weight 800 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 2 inch Outer Material Leather Color black,"[""Footwear >> Men's Footwear >> Casual Shoes >> franco Casual Shoes >> franco Loafers""]",3199.0,1599.0,franco,franco loafer,specification franco loafer general occasion casual ideal men shoe detail sole material tpr weight 800 g per single shoe weight product may vary depending size heel height 2 inch outer material leather color black,Footwear,74
carrol Women's Shrug,"Key Features of carrol Women's Shrug Cotton Blend,carrol Women's Shrug Price: Rs. 599 This shrug is made of premium quality lace and designed differently to look stylish and also designed end lace used in this.,Specifications of carrol Women's Shrug General Details Ideal For Women's Occasion Casual Pattern Solid Shrug Details Fabric Cotton Pattern Solid Sleeve Full Sleeve Fabric Care Wash with Similar Colors In the Box 3 Shrug","[""Clothing >> Women's Clothing >> Western Wear >> Shrugs & Jackets >> Shrugs >> carrol Shrugs >> carrol Women's Shrug""]",1800.0,599.0,carrol,carrol womens shrug,key feature carrol womens shrug cotton blendcarrol womens shrug price r 599 shrug made premium quality lace designed differently look stylish also designed end lace used thisspecifications carrol womens shrug general detail ideal womens occasion casual pattern solid shrug detail fabric cotton pattern solid sleeve full sleeve fabric care wash similar color box 3 shrug,Clothing,43
Veensh HARB Grinder Diameter 2.25 inch Plastic Hookah,"Key Features of Veensh HARB Grinder Diameter 2.25 inch Plastic Hookah Number of Pipe Openings: 1 Color: Orange Base Material: Glass,Veensh HARB Grinder Diameter 2.25 inch Plastic Hookah (Orange) Price: Rs. 299 Veensh is an Indian based brand sold its product looking forward to serve This product is Plastic Grinder can be used as home decorative. Mainly used for crushing the stuff. This product makes it easy to crush your stuff. Latest and extremely beautiful design, durable (handle with care) and comes in high range of Designs and colors.it more impressive and easy to use,Specifications of Veensh HARB Grinder Diameter 2.25 inch Plastic Hookah (Orange) Tray Features Number of Tray Levels 4 General Number of Pipe Openings 1 Brand Veensh Model Name HARB Grinder Diameter Material Plastic Pack of 1 Color Orange Dimensions Height 2.25 inch Base Features Base Material Glass Base Grommets Provided Yes Base Diameter 2.25 inch Additional Features Portable Yes In the Box Sales Package 1 Grinder set 4 in one Pack of 1","[""Home Decor & Festive Needs >> Garden & Leisure >> Hookah & Hookah Flavors >> Hookahs >> Veensh Hookahs >> Veensh HARB Grinder Diameter 2.25 inch Plastic H...""]",550.0,299.0,Veensh,veensh harb grinder diameter 225 inch plastic hookah,key feature veensh harb grinder diameter 225 inch plastic hookah number pipe opening 1 color orange base material glassveensh harb grinder diameter 225 inch plastic hookah orange price r 299 veensh indian based brand sold product looking forward serve product plastic grinder used home decorative mainly used crushing stuff product make easy crush stuff latest extremely beautiful design durable handle care come high range design colorsit impressive easy usespecifications veensh harb grinder diameter 225 inch plastic hookah orange tray feature number tray level 4 general number pipe opening 1 brand veensh model name harb grinder diameter material plastic pack 1 color orange dimension height 225 inch base feature base material glass base grommet provided yes base diameter 225 inch additional feature portable yes box sale package 1 grinder set 4 one pack 1,Home Decor & Festive Needs,87
Veensh Red HARB Grinder Diameter 2.25 inch Plastic Hookah,"Key Features of Veensh Red HARB Grinder Diameter 2.25 inch Plastic Hookah Number of Pipe Openings: 1 Color: Red Base Material: Glass,Veensh Red HARB Grinder Diameter 2.25 inch Plastic Hookah (Red) Price: Rs. 299 Veensh is an Indian based brand sold its product looking forward to serve This product is Plastic Grinder can be used as home decorative. Mainly used for crushing the stuff. This product makes it easy to crush your stuff. Latest and extremely beautiful design, durable (handle with care) and comes in high range of Designs and colors.it more impressive and easy to use,Specifications of Veensh Red HARB Grinder Diameter 2.25 inch Plastic Hookah (Red) General Number of Pipe Openings 1 Brand Veensh Model Name Red HARB Grinder Diameter Material Plastic Pack of 1 Color Red Dimensions Height 2.25 inch Base Features Base Material Glass In the Box Sales Package 1 Grinder set 4 in one Pack of 1","[""Home Decor & Festive Needs >> Garden & Leisure >> Hookah & Hookah Flavors >> Hookahs >> Veensh Hookahs >> Veensh Red HARB Grinder Diameter 2.25 inch Plast...""]",650.0,299.0,Veensh,veensh red harb grinder diameter 225 inch plastic hookah,key feature veensh red harb grinder diameter 225 inch plastic hookah number pipe opening 1 color red base material glassveensh red harb grinder diameter 225 inch plastic hookah red price r 299 veensh indian based brand sold product looking forward serve product plastic grinder used home decorative mainly used crushing stuff product make easy crush stuff latest extremely beautiful design durable handle care come high range design colorsit impressive easy usespecifications veensh red harb grinder diameter 225 inch plastic hookah red general number pipe opening 1 brand veensh model name red harb grinder diameter material plastic pack 1 color red dimension height 225 inch base feature base material glass box sale package 1 grinder set 4 one pack 1,Home Decor & Festive Needs,87
carrol Women's Shrug,"Key Features of carrol Women's Shrug Cotton Blend,carrol Women's Shrug Price: Rs. 699 This shrug is made of premium quality lace and designed differently to look stylish and also designed end lace used in this.,Specifications of carrol Women's Shrug General Details Pattern Solid Occasion Casual Ideal For Women's Shrug Details Sleeve Full Sleeve Fabric Cotton Pattern Solid In the Box 3 Shrug Fabric Care Wash with Similar Colors","[""Clothing >> Women's Clothing >> Western Wear >> Shrugs & Jackets >> Shrugs >> carrol Shrugs >> carrol Women's Shrug""]",1299.0,699.0,carrol,carrol womens shrug,key feature carrol womens shrug cotton blendcarrol womens shrug price r 699 shrug made premium quality lace designed differently look stylish also designed end lace used thisspecifications carrol womens shrug general detail pattern solid occasion casual ideal womens shrug detail sleeve full sleeve fabric cotton pattern solid box 3 shrug fabric care wash similar color,Clothing,43
